num,name,addr,publisher,recommend,star,price
124,唯有相爱可抵岁月漫长,http://img3m4.ddimg.cn/42/12/28980114-1_l_3.jpg,2020-08-01 山东文艺出版社,100%推荐,200次,¥12.99
125,小小的家也不错：日本小住宅空间设计与收纳,http://img3m5.ddimg.cn/68/36/28990535-1_l_3.jpg,365天沟通力训练营专家组,100%推荐,199次,¥33.70
126,屈原传（中华文人经典传记）,http://img3m7.ddimg.cn/62/21/29123387-1_l_3.jpg,2020-08-31 北方文艺出版社,100%推荐,192次,¥29.00
127,中华人民共和国民法典（实用版）2020年6月新版 团购电话：4001066666转6,http://img3m5.ddimg.cn/62/30/28558295-1_l_1.jpg,简�o 著，磨铁图书 出品,99.9%推荐,610次,¥28.40
128,夏洛的网（新）,http://img3m6.ddimg.cn/7/21/23546266-1_l_9.jpg,2020-07-01 中国友谊出版公司,100%推荐,21576次,¥29.20
129,未竟的告白（100%作者亲笔签名版+赠3张印签告白卡）,http://img3m0.ddimg.cn/40/11/29115940-1_l_7.jpg,（日）柳本茜  著,100%推荐,196次,¥13.00
130,牛津高阶英汉双解词典（第9版）,http://img3m8.ddimg.cn/72/29/25294968-1_l_2.jpg,2020-08-01 化学工业出版社,100%推荐,3630次,¥9.99
131,高效学习法：名校学霸教你把学习变得轻而易举（常青藤+清华学霸教你不管学习还是考证，都可轻松通关！）,http://img3m8.ddimg.cn/68/31/29120918-1_l_3.jpg,杨雨,100%推荐,193次,¥27.50
132,温捌授权图 印签版 正版包邮 某某木苏里 某某耽美小说 晋江文学城校园青春爱情小说畅销书,http://img3m6.ddimg.cn/23/12/1678713026-1_l_4.jpg,2020-09-04 长江文艺出版社,96.9%推荐,535次,¥144.00
133,废柴巫师六部曲（我们废柴有力量，历尽挫折照样狂！看废柴巫师的生活哲学，历尽挫折依然能让生命怒放！）,http://img3m8.ddimg.cn/13/1/28981768-1_l_3.jpg,中国法制出版社,100%推荐,186次,¥16.10
134,我离开之后：一个母亲写给女儿的人生指南，以及那些来不及说的爱与牵挂！豆瓣评分9.2，蔡依林、张钧甯感动推荐！,http://img3m3.ddimg.cn/89/34/29115593-1_l_12.jpg,2020-06-01 中国法制出版社,99.7%推荐,265次,¥12.99
135,信谊世界精选图画书・猜猜我有多爱你,http://img3m0.ddimg.cn/72/6/25218540-1_l_10.jpg,（美）怀特　著，任溶溶　译,100%推荐,8398次,¥34.50
136,高情商孩子的情绪管理课（养育男孩、养育女孩，父母一定要知道的孩子情绪管理指南）,http://img3m8.ddimg.cn/18/19/29124828-1_l_3.jpg,2014-08-01 上海译文出版社,100%推荐,169次,¥109.00
137,平凡的世界：全三册（故事里的中国推荐，八年级下册自主阅读推荐）,http://img3m2.ddimg.cn/41/25/25090502-1_l_7.jpg,花大钱,100%推荐,18471次,¥34.00
138,窗边的小豆豆(2018版),http://img3m6.ddimg.cn/66/10/25272786-1_l_3.jpg,2020-08-01 四川文艺出版社,100%推荐,90314次,¥23.97
139,内在进化：你要悄悄拔尖然后惊艳所有人,http://img3m5.ddimg.cn/19/27/28976725-1_l_3.jpg,[英]霍恩比 原著，李旭影 等译,100%推荐,612次,¥18.40
140,乌合之众 : 大众心理研究,http://img3m9.ddimg.cn/25/29/25246609-1_l_1.jpg,2018-03-01 商务印书馆,100%推荐,9330次,¥16.70
141,新华字典(第12版)(双色本),http://img3m3.ddimg.cn/24/36/28996233-1_l_3.jpg,中国社会科学院语言研究所编修,99.9%推荐,240次,¥28.00
142,人间值得（90岁心理医生恒子奶奶写给生活的哲思小书。十点读书、《读者》2019年度“十大影响力好书”、人民日报力荐2020新年书单。）,http://img3m6.ddimg.cn/39/17/27931206-1_l_559.jpg,2020-07-30 商务印书馆,100%推荐,5679次,¥18.80
143,2021新高考数学真题全刷：基础2000题 团购电话4001066666转6,http://img3m1.ddimg.cn/47/3/28975961-1_l_7.jpg,[日]中村恒子（恒子奶奶）著，紫图出品,100%推荐,357次,¥3.99
144,心 稻盛和夫的一生嘱托,http://img3m5.ddimg.cn/77/10/28547915-1_l_5.jpg,2019-09-01 北京日报出版社（原同心出版社）,100%推荐,425次,¥49.00
145,中文分级阅读K2 黎达动物故事（亲近母语）,http://img3m6.ddimg.cn/31/24/29001586-1_l_3.jpg,朱昊鲲,100%推荐,157次,¥29.50
146,公文式教育 全脑阶梯训练（3～5岁）套装（全6册）,http://img3m1.ddimg.cn/66/3/28999641-1_l_6.jpg,2020-06-19 清华大学出版社,100%推荐,214次,¥30.00
147,古代汉语词典（精装）(第2版),http://img3m6.ddimg.cn/21/25/23477376-1_l_1.jpg,[日]稻盛和夫,99.9%推荐,13006次,¥96.00
148,专利变现：2小时精通高新认定和知识产权贯标,http://img3m1.ddimg.cn/34/6/29116231-1_l_3.jpg,2020-04-01 人民邮电出版社,100%推荐,154次,¥102.00
149,快乐读书吧二年级上全套小鲤鱼跳龙门二年级注音版5册一只想飞的猫孤独的小螃蟹小狗的小房子小学生二年级课外书老师推荐,http://img3m3.ddimg.cn/79/4/27900853-1_l_15.jpg,黎达，果麦文化 出品,100%推荐,868次,¥44.20
150,我选择活下去：女孩50天追寻活下去的理由（全两册）(在俄罗斯750万年轻人中，竟有600万人好评了本书！）,http://img3m5.ddimg.cn/80/1/29119445-1_l_3.jpg,2020-09-01 浙江文艺出版社,99.3%推荐,144次,¥41.30
151,永生之后（携程创始人、人口学家梁建章首部寓言小说，作家六六推荐！人类到底应不应该选择永生？全书配18幅原创插图）,http://img3m3.ddimg.cn/27/12/28995543-1_l_3.jpg,日本公文出版 编著 刘晓冉、肖文静等 译 书中缘 出品,100%推荐,998次,¥45.00
152,【亲笔签名本限量1万册】混知健康日历 2021年 （限量1万册，售完即止）,http://img3m4.ddimg.cn/43/17/29116834-1_l_9.jpg,2020-09-01 南海出版公司,96.5%推荐,179次,¥39.00
153,东野圭吾：白夜行（易烊千玺、孟非推荐，东野圭吾作品无冕之王）,http://img3m2.ddimg.cn/62/32/25119332-1_l_11.jpg,商务印书馆辞书研究中心　著,100%推荐,21042次,¥29.50
154,时光太瘦，指缝太宽（温暖和抚慰亿万人的文学经典，让我们不惧岁月变幻，给我们前行的勇气和力量）,http://img3m7.ddimg.cn/85/7/29119747-1_l_6.jpg,2014-03-01 商务印书馆,100%推荐,141次,¥28.00
155,次第花开 修订版,http://img3m4.ddimg.cn/67/33/24184084-1_l_6.jpg,朱健,100%推荐,1510次,¥64.00
156,任溶溶系列：没头脑和不高兴(注音版）,http://img3m0.ddimg.cn/77/3/25278440-1_l_7.jpg,2020-07-01 清华大学出版社,100%推荐,5316次,¥29.80
157,学生实用古汉语常用字字典（第6版）,http://img3m1.ddimg.cn/72/28/25294671-1_l_3.jpg,冰波 陈伯吹 严文井 孙幼军 金近,100%推荐,1672次,¥23.99
158,米小圈上学记一年级（套装共4册）,http://img3m7.ddimg.cn/91/21/25261327-1_l_3.jpg,2019-05-01 江苏凤凰文艺出版社,100%推荐,23336次,¥24.90
159,毕淑敏的心灵课（毕淑敏“心灵四书”系列）,http://img3m8.ddimg.cn/52/7/28510468-1_l_3.jpg,〔俄〕斯泰西・克拉默（СтейС КРАМеР）,99.5%推荐,141次,¥14.99
160,2020-2021新版中考作文满分卷【赠人工智能测评作文卡】热点素材精选初中版 七八九年级优秀作文书大全 中学生初一二三写作技巧辅导资料书籍,http://img3m9.ddimg.cn/73/15/29118349-1_l_3.jpg,2020-09-01 北京联合出版有限公司,100%推荐,2499次,¥17.90
161,毕淑敏的幸福课（毕淑敏“心灵四书”系列）,http://img3m3.ddimg.cn/47/2/28510463-1_l_1.jpg,毕淑敏  著,99.5%推荐,139次,¥19.90
162,朝花夕拾（《语文》推荐阅读丛书）部编教材七年级上册推荐阅读  人民文学出版社,http://img3m3.ddimg.cn/77/27/25267253-1_l_3.jpg,2019-12-01 长江文艺出版社,100%推荐,5564次,¥15.40
163,毕淑敏的成长课（毕淑敏“心灵四书”系列）,http://img3m3.ddimg.cn/57/12/28510473-1_l_3.jpg,鲁迅,99.6%推荐,179次,¥18.00
164,迭代：社区产品设计和商业模式的七步策略,http://img3m1.ddimg.cn/40/3/29000011-1_l_8.jpg,2018-04-01 人民文学出版社,100%推荐,136次,¥29.00
165,断舍离,http://img3m3.ddimg.cn/68/20/23271503-1_l_18.jpg,毕淑敏  著,99.9%推荐,5827次,¥13.00
166,西游记原著版（上、下册）（七年级上册必读、1-9年级必读书单）（团购电话:400-1066666转6）,http://img3m6.ddimg.cn/89/33/104336-1_l_3.jpg,2019-12-01 长江文艺出版社,99.9%推荐,7998次,¥2.49
167,人生海海（麦家重磅力作，莫言、董卿盛赞，发行量超150万册，豆瓣2019年度中国小说榜TOP・1）,http://img3m5.ddimg.cn/51/34/26921715-1_l_2.jpg,Kevin（张晋壹）,100%推荐,18986次,¥30.40
168,马尔克斯：百年孤独（50周年纪念版）,http://img3m6.ddimg.cn/83/20/25138856-1_l_2.jpg,2020-08-01 中国铁道出版社,100%推荐,19755次,¥29.00
169,笙笙予你（全2册）阅文集团人气作家顾南西口碑之作！,http://img3m2.ddimg.cn/32/36/28990202-1_l_3.jpg,(日)山下英子,100%推荐,151次,¥27.50
170,作家榜经典：月亮与六便士（连续2年当当名著销量桂冠！荣获2017豆瓣阅读桂冠！110万+读者真实五星好评！上海国际学校指定阅读！）,http://img3m1.ddimg.cn/66/15/24175371-1_l_114.jpg,2013-07-01 广西科学技术出版社,100%推荐,14020次,¥24.99
171,抖音攻略：手把手教你打造IP和流量变现,http://img3m6.ddimg.cn/63/25/28497906-1_l_3.jpg,吴承恩,100%推荐,130次,¥37.90
172,C 彩乌鸦系列(全18册)无盒我和小姐姐克拉拉 妈妈走了,http://img3m1.ddimg.cn/74/16/1151816861-1_l_3.jpg,2010-10-01 人民文学出版社,99%推荐,112次,¥35.99
173,小熊和最好的爸爸（全7册）,http://img3m1.ddimg.cn/31/4/20039611-1_l_9.jpg,麦家  著 ，新经典  出品,99.7%推荐,12705次,¥40.80
174,时间简史（插图本）（央视《朗读者》推荐）,http://img3m5.ddimg.cn/69/27/463785-1_l_1.jpg,2019-04-16 北京十月文艺出版社,100%推荐,7750次,¥17.90
175,带你去远方,http://img3m5.ddimg.cn/91/34/28997785-1_l_2.jpg,加西亚・马尔克斯 著，新经典 出品,100%推荐,202次,¥3.99
176,《红星照耀中国》《长征》导练一本全（教辅专用）人民文学出版社,http://img3m2.ddimg.cn/18/33/28989792-1_l_3.jpg,2017-08-01 南海出版公司,99.8%推荐,143次,¥24.70
177,这就是数理化（套装全8册）5-14岁儿童数学思维训练漫画阅读书籍,http://img3m5.ddimg.cn/93/30/1705514475-1_l_1.jpg,"顾南西 著,  悦读纪 出品",100%推荐,106次,¥53.20
178,空间简史(与《时间简史》《人类简史》《未来简史》并称“四大简史”),http://img3m5.ddimg.cn/32/18/1516466885-1_l_1.jpg,2020-07-01 青岛出版社,100%推荐,108次,¥100.00
179,成语大词典（彩色本）最新修订版 20多万名读者热评！团购电话4001066666转6,http://img3m4.ddimg.cn/9/31/22925934-1_l_1.jpg,[英] 毛姆 著，作家榜经典 出品，徐淳刚 译，大星文化，高更 绘,99.9%推荐,4204次,¥17.50
180,围城,http://img3m4.ddimg.cn/32/28/22819334-1_l_3.jpg,2017-01-10 浙江文艺出版社,100%推荐,10577次,¥22.50
181,100层的房子系列+100层的巴士全5册，《100层的房子》+《地下100层的房子》+《海底100层的房子》+《天空100层的房子》,http://img3m5.ddimg.cn/15/22/1712846535-1_l_1.jpg,岩井俊雄,100%推荐,107次,¥150.00
182,"高情商表达(当当独家特供 斋藤孝教你快速解决沟通问题,随书附赠4张漫画场景式话术锦囊卡)",http://img3m8.ddimg.cn/56/9/28986068-1_l_3.jpg,2018-08-01 北京科学技术出版社,99.6%推荐,145次,¥11.60
183,快乐读书吧 小鲤鱼跳龙门 一只想飞的猫 孤独的小螃蟹 小狗的小房子“歪脑袋”木头桩 全彩注音小学二年级上推荐阅读（有声）套装5册 二年级课外阅读,http://img3m5.ddimg.cn/48/14/27883695-1_l_9.jpg,（日）斋藤孝  著 凤凰含章出品,100%推荐,828次,¥83.40
184,《我和他隔着纪元》（见证两个男人跨越时空的交付！）《想见你》式跨越时空+悬疑犯罪的故事走向，每一起案件背后都会牵出主线剧情，而真正的幕后凶手那超越时代的破坏力，难道Ta也是来自未来？,http://img3m9.ddimg.cn/35/26/29114549-1_l_3.jpg,2020-07-08 江苏凤凰科学技术出版社,100%推荐,148次,¥22.50
185,秘密花园（《语文》推荐阅读丛书）人民文学出版社,http://img3m4.ddimg.cn/77/2/25267154-1_l_2.jpg,金近，陈伯吹，冰波，孙幼军，严文井,100%推荐,340次,¥23.10
186,居里夫人的故事 国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,http://img3m9.ddimg.cn/21/24/28495389-1_l_3.jpg,2019-06-01 商务印书馆,100%推荐,359次,¥14.60
187,正面管教(修订版),http://img3m0.ddimg.cn/64/6/23990140-1_l_10.jpg,小佚,100%推荐,12091次,¥19.00
188,东野圭吾：祈念守护人（东野圭吾2020年全新长篇，全球同步发售）,http://img3m6.ddimg.cn/33/8/28549356-1_l_15.jpg,2020-08-01 安徽文艺出版社,99.9%推荐,782次,¥6.49
189,乡土中国（精装）2019年语文新课标课外必读图书！畅销十年！费孝通著作！累计评价10万+,http://img3m9.ddimg.cn/41/30/23678069-1_l_6.jpg,（美）弗朗西丝・伯内特,100%推荐,2887次,¥29.50
190,优雅：女性品位进阶之道,http://img3m6.ddimg.cn/32/19/28988816-1_l_5.jpg,2018-04-01 人民文学出版社,100%推荐,183次,¥35.40
191,程序员数学从零开始,http://img3m2.ddimg.cn/54/10/29115162-1_l_1.jpg,[英] 埃列娜・多丽,100%推荐,113次,¥10.50
192,一年级上册语文同步专项训练（全8册）看图说话写话+阅读理解+必背古诗词+看拼音写词语+句子字词训练,http://img3m6.ddimg.cn/81/21/28974906-1_l_8.jpg,2019-08-01 北京日报出版社（原同心出版社）,100%推荐,158次,¥24.10
193,某某（当当专享：2张添望Q版折卡+望仔同学录透卡+温暖小剧场+“考试必过”书签+《某某》读者综合测试卷）,http://img3m1.ddimg.cn/34/22/28996441-1_l_13.jpg,[美] 简・尼尔森,99.8%推荐,585次,¥54.50
194,一只猫的日常,http://img3m4.ddimg.cn/33/11/25066734-1_l_6.jpg,2016-07-01 北京联合出版公司,100%推荐,541次,¥115.00
195,叶嘉莹主编《诗词名家讲系列丛书：中华绝妙诗词曲选注》（10卷本全12册）,http://img3m8.ddimg.cn/53/36/28998638-1_l_3.jpg,（日）东野圭吾  著 ， 新经典  出品,100%推荐,108次,¥34.40
196,2020-2021高考作文高分卷高考满分作文优秀作文素材写作模板原题再现名师解析名校佳作高频素材赠人工智能测评作文卡,http://img3m1.ddimg.cn/44/32/28996451-1_l_12.jpg,2020-06-01 南海出版公司,100%推荐,2556次,¥23.30
197,2021肖秀荣考研政治1000题,http://img3m1.ddimg.cn/69/25/28485141-1_l_5.jpg,费孝通,100%推荐,369次,¥380.00
198,刑法学讲义（罗翔普法故事会，拆穿生活的套路，看透舆论的陷阱，人人都能拥有法学智慧。人民日报、央视激赏推荐，千万读者好评）,http://img3m7.ddimg.cn/10/25/28993447-1_l_19.jpg,2015-05-01 人民出版社,100%推荐,1180次,¥34.80
199,侦探与小偷 （教育部统编《语文》推荐阅读，与语文教材无缝对接，手绘精美插图，金钥匙儿童文学大系）,http://img3m5.ddimg.cn/85/20/26482585-1_l_2.jpg,郭弈翎,99.9%推荐,765次,¥57.90
200,深入浅出R语言数据分析,http://img3m1.ddimg.cn/63/21/29123091-1_l_3.jpg,2020-07-01 中国铁道出版社,100%推荐,106次,¥34.00
201,机器学习与深度学习算法基础,http://img3m7.ddimg.cn/48/28/29125947-1_l_4.jpg,贾壮,100%推荐,105次,¥61.40
202,Scratch 3.0 少儿趣味编程从入门到精通,http://img3m6.ddimg.cn/6/5/29116896-1_l_1.jpg,2020-08-10 北京大学出版社,100%推荐,104次,¥82.10
203,Spring Cloud 开发从入门到实战,http://img3m0.ddimg.cn/28/22/28965250-1_l_3.jpg,"刘黎明,刘佳萱",99.2%推荐,105次,¥61.40
204,神奇校车・图画书版（全12册，新增科学博览会1册）,http://img3m8.ddimg.cn/82/19/25252408-1_l_22.jpg,2020-08-19 北京大学出版社,100%推荐,12449次,¥99.00
205,商业化学反应：缔造高效组织环境的实战秘诀,http://img3m2.ddimg.cn/64/22/29123092-1_l_3.jpg,王勇  编著,100%推荐,105次,¥66.70
206,Python数据分析全流程实操指南,http://img3m0.ddimg.cn/51/21/29122980-1_l_1.jpg,2020-06-01 水利水电出版社,100%推荐,105次,¥54.50
207,丰子恺万般滋味，都是生活,http://img3m5.ddimg.cn/31/23/25308985-1_l_8.jpg,"(美)乔安娜柯尔 著 ,(美)布鲁斯・迪根 图",100%推荐,10376次,¥21.00
208,饮食男女,http://img3m0.ddimg.cn/66/24/28983900-1_l_3.jpg,2018-05-10 贵州人民出版社,99.3%推荐,114次,¥10.99
209,少年的你：李白的诗酒江山,http://img3m3.ddimg.cn/3/12/29119863-1_l_3.jpg,[美]金・克里斯福特(Kim Christfort) [美]苏珊娜・维克伯格(Suzanne Vickberg)著，刘怡 翁维 译,100%推荐,105次,¥25.40
210,Web前端性能优化,http://img3m4.ddimg.cn/28/6/28528264-1_l_1.jpg,2020-09-01 清华大学出版社,100%推荐,106次,¥28.40
211,一个人就一个人（2020刘同全新作品。很少有人像他一样时刻记录生活，细碎、日常、温暖。）,http://img3m8.ddimg.cn/60/20/28984488-1_l_16.jpg,尚涛,99.8%推荐,1426次,¥44.90
212,宝宝昆虫记,http://img3m1.ddimg.cn/77/23/29119541-1_l_3.jpg,2020-09-03 北京大学出版社,100%推荐,90次,¥34.40
213,3-6岁儿童哲学启蒙绘本：无名外星人 睡前亲子故事 探索宇宙的奥秘 小竹马童书,http://img3m0.ddimg.cn/80/21/28997180-1_l_3.jpg,丰子恺,100%推荐,104次,¥75.00
214,一年级上册数学同步训练（全6册） 部编人教版专项训练书20以内加减法认识钟表位置图形数学思维,http://img3m5.ddimg.cn/40/17/28974865-1_l_9.jpg,2018-09-01 华中科技大学出版社,100%推荐,149次,¥28.00
215,婴幼儿童亲子共读绘本：会消失的湖 世界插画大奖提名作者新作 想象、地理与艺术启蒙之旅 小竹马童书,http://img3m9.ddimg.cn/89/30/28997189-1_l_3.jpg,阿米 著,100%推荐,103次,¥74.20
216,我们要赢的，是自己,http://img3m1.ddimg.cn/18/27/28537461-1_l_6.jpg,2020-07-01 国际文化出版公司,100%推荐,104次,¥24.50
217,徐霞客山河异志2：大明暗卫（讲述中国旅行鼻祖的旅行机密！非常少见的古代旅行悬疑小说）,http://img3m6.ddimg.cn/93/31/28988976-1_l_3.jpg,桃花月球 著，交通社出品，有容书邦发行,100%推荐,207次,¥32.70
218,信谊世界精选图画书・爷爷一定有办法,http://img3m9.ddimg.cn/60/36/25227339-1_l_4.jpg,2020-08-01 人民交通出版社,100%推荐,2664次,¥24.50
219,乌合之众：群体心理研究（精装收藏版）,http://img3m4.ddimg.cn/67/19/29000434-1_l_6.jpg,陈铎鑫,100%推荐,129次,¥18.40
220,3-6岁儿童哲学启蒙绘本：狗吃了我的作业 睡前亲子故事 激发超凡想象力 小竹马童书,http://img3m8.ddimg.cn/78/19/28997178-1_l_3.jpg,2020-03-28 北京大学出版社,100%推荐,102次,¥9.90
221,家的整理：拯救人生的整理法则（整理，就是找到人生必需品的过程）,http://img3m5.ddimg.cn/35/35/29120885-1_l_3.jpg,[日] 井田典子 著 快读慢活 出品,100%推荐,102次,¥24.00
222,一读就上瘾的中国史,http://img3m1.ddimg.cn/60/21/28992111-1_l_16.jpg,2020-09-01 江苏凤凰文艺出版社,99.9%推荐,291次,¥12.00
223,三年级上册数学同步训练（全6册）部编人教版专项练习册（时分秒+万以内的加减法+长方形和正方形测量+分数的认识+数学思维）,http://img3m7.ddimg.cn/31/34/28993567-1_l_6.jpg,温伯陵,100%推荐,201次,¥26.20
224,中文分级阅读K1 小鸟念书（亲近母语）,http://img3m0.ddimg.cn/25/18/29001580-1_l_2.jpg,2020-09-01 台海出版社,100%推荐,101次,¥17.99
225,红楼梦原著版（上、下册）（全两册）（1-9年级必读书单）（团购电话:400-1066666转6）全本120回,http://img3m1.ddimg.cn/9/22/102771-1_l_5.jpg,王爱国，刘亚芹,99.8%推荐,7579次,¥90.00
226,未来已来：大变局时代发展指南,http://img3m8.ddimg.cn/70/28/29123098-1_l_2.jpg,2020-07-01 团结出版社,100%推荐,100次,¥27.60
227,做高效能父母：正面管教的七大法则(不吼不叫，妈妈知道怎么用科学的育儿方法，读懂孩子的心）,http://img3m0.ddimg.cn/20/21/29124830-1_l_3.jpg,胡木仁，果麦文化 出品,100%推荐,100次,¥38.50
228,3-6岁儿童哲学启蒙绘本：从前有只猴 睡前亲子故事 帮助孩子正视缺点 小竹马童书,http://img3m2.ddimg.cn/68/25/28979942-1_l_2.jpg,2020-09-01 山东文艺出版社,100%推荐,108次,¥36.00
229,3-6岁儿童哲学启蒙绘本：嘀嘀咕咕去散步 睡前亲子故事 鼓励孩子探索成长 小竹马童书,http://img3m5.ddimg.cn/90/2/28973925-1_l_3.jpg,曹雪芹,100%推荐,105次,¥51.70
230,三年级上册语文同步专项训练（全8册）看图说话写话+阅读理解+必背古诗词+看拼音写词语+句子字词训练,http://img3m1.ddimg.cn/45/11/28993581-1_l_3.jpg,2013-01-01 人民文学出版社,100%推荐,203次,¥18.30
231,中文分级阅读K1 小狐狸打灯油（亲近母语）,http://img3m9.ddimg.cn/24/17/29001579-1_l_3.jpg,[澳]迈克尔・麦昆（Michael McQueen）著，周建兴 译,100%推荐,102次,¥12.99
232,中文分级阅读K1 哪吒闹海（亲近母语）,http://img3m7.ddimg.cn/22/15/29001577-1_l_3.jpg,2020-09-01 清华大学出版社,100%推荐,100次,¥28.00
233,中文分级阅读K1 节日的传说（亲近母语）,http://img3m5.ddimg.cn/20/13/29001575-1_l_3.jpg,张意妮,100%推荐,100次,¥28.00
234,中文分级阅读K1 流星花（亲近母语）,http://img3m6.ddimg.cn/21/14/29001576-1_l_3.jpg,2020-07-31 中国华侨出版社,100%推荐,101次,¥132.70
235,中文分级阅读K1 很久很久以前（亲近母语）,http://img3m4.ddimg.cn/19/12/29001574-1_l_3.jpg,薛陆洋,100%推荐,100次,¥27.60
236,中文分级阅读K1 最会偷东西的大盗贼（亲近母语）,http://img3m1.ddimg.cn/26/19/29001581-1_l_2.jpg,2020-06-01 江苏凤凰科学技术出版社,100%推荐,99次,¥23.50
237,中文分级阅读K1 大树上的书（亲近母语）,http://img3m2.ddimg.cn/17/10/29001572-1_l_3.jpg,【巴西】毛利・曼德斯，黎亮 译,100%推荐,100次,¥23.50
238,中文分级阅读K1 奔跑的圆（亲近母语）,http://img3m3.ddimg.cn/28/21/29001583-1_l_3.jpg,2020-06-01 江苏凤凰科学技术出版社,100%推荐,100次,¥28.40
239,中文分级阅读K2 中国神话和传说（亲近母语）,http://img3m2.ddimg.cn/37/30/29001592-1_l_3.jpg,吴晓珍，谢秀珍,100%推荐,101次,¥27.60
240,中文分级阅读K2 原来如此的故事（亲近母语）,http://img3m1.ddimg.cn/36/29/29001591-1_l_3.jpg,2020-07-01 团结出版社,100%推荐,99次,¥30.00
241,中文分级阅读K2 成语故事（亲近母语）,http://img3m5.ddimg.cn/30/23/29001585-1_l_3.jpg,亲近母语研究院，果麦文化 出品,100%推荐,101次,¥23.50
242,你有多努力，就有多幸运（当当专享 作者亲笔签名版）,http://img3m1.ddimg.cn/61/4/29114971-1_l_6.jpg,2020-08-01 山东画报出版社,99%推荐,344次,¥22.50
243,一身孤注掷温柔 全4册套装（阮经天、祝绪丹主演电视剧原著小说）,http://img3m8.ddimg.cn/63/2/29117448-1_l_3.jpg,善良的蜜蜂,100%推荐,129次,¥74.00
244,你就是孩子最好的玩具 樊登推荐,http://img3m5.ddimg.cn/98/2/28517345-1_l_3.jpg,2020-09-01 天地出版社,100%推荐,760次,¥13.70
245,乡土中国 高中“读整本书”推荐阅读（精装典藏 朱永新及各省级教育专家审订推荐）,http://img3m7.ddimg.cn/85/16/25858687-1_l_2.jpg,春衫冷,99.9%推荐,379次,¥29.00
246,【已售罄】【100％亲笔签名】地球上线.2（限量签名版，8月20日17:00准时开启限量预订）,http://img3m8.ddimg.cn/92/32/29000558-1_l_6.jpg,2020-08-01 人民文学出版社,99%推荐,196次,¥34.40
247,中国最美的100个地方 图说天下 国家地理,http://img3m6.ddimg.cn/53/26/22790546-1_l_1.jpg,（美）金伯莉・布雷恩 著    夏欣茁 译,99.9%推荐,1179次,¥8.70
248,神奇校车・桥梁书版（全20册）,http://img3m0.ddimg.cn/61/3/23444350-1_l_4.jpg,2020-03-01 南方出版社,99.9%推荐,36586次,¥8.00
249,乾隆皇帝的家庭生活与内心世界,http://img3m3.ddimg.cn/82/28/29115883-1_l_1.jpg,费孝通,100%推荐,101次,¥75.00
250,偷偷藏不住（共2册）,http://img3m6.ddimg.cn/25/7/28525786-1_l_3.jpg,2018-10-01 商务印书馆,99.9%推荐,577次,¥67.90
