name,picture,num,star,director,introduction
上帝之城 / Cidade de Deus / 无主之城 (港)  /  无法无天 (台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,149,8.9,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund&nbsp,被上帝抛弃了的上帝之城。
喜宴 / 囍宴 / The Wedding Banquet,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,150,8.9,李安 Ang Lee,中国家庭的喜怒哀乐忍。
七武士 / 七人の侍 / 七侠四义(港)  /  七剑客(港),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,151,9.2,黑泽明 Akira Kurosawa,时代悲歌。
英雄本色 / A Better Tomorrow  /  Gangland Boss,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,152,8.7,吴宇森 John Woo,英雄泪短，兄弟情长。 
我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,153,8.9,杰茜·尼尔森 Jessie Nelson,爱并不需要智商 。
谍影重重3 / The Bourne Ultimatum / 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,154,8.8,保罗·格林格拉斯 Paul Greengrass,像吃了苏打饼一样干脆的电影。
头号玩家 / Ready Player One / 玩家一号  /  挑战者1号(港),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,155,8.6,史蒂文·斯皮尔伯格 Steven Spielberg,写给影迷，动漫迷和游戏迷的一封情书。
哈利·波特与密室 / Harry Potter and the Chamber of Secrets / 哈利波特2：消失的密室(港 / 台) ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,156,8.7,Chris Columbus,魔法的密室之门已打开...
岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,157,8.7,罗启锐 Alex Law,岁月流逝，来日可追。
一个叫欧维的男人决定去死 / En man som heter Ove / 明天别再来敲门(台)  /  想死冇咁易(港),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,158,8.8,汉内斯·赫尔姆 Hannes Holm,惠及一生的美丽。
纵横四海 / 緃横四海 / Once a Thief,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,159,8.8,吴宇森 John Woo,香港浪漫主义警匪动作片的巅峰之作。
"三块广告牌 / Three Billboards Outside Ebbing, Missouri / 广告牌杀人事件(港)  /  意外(台)",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,160,8.7,马丁·麦克唐纳 Martin McDonagh,怼天怼地，你走后，她与世界为敌。
疯狂原始人 / The Croods / 古鲁家族(港 / 台) ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,161,8.7,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,老少皆宜，这就是好莱坞动画的魅力。
心迷宫 / 殡棺  /  The Coffin in the Mountain,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,162,8.7,忻钰坤 Yukun Xin,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,163,8.8,让-马克·瓦雷 Jean-Marc Vallée,Jared Leto的腿比女人还美！
记忆碎片 / Memento / 凶心人(港)  /  记忆拼图(台),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,164,8.6,克里斯托弗·诺兰 Christopher Nolan,一个针管引发的血案。
卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,165,8.9,特瑞·乔治 Terry George,当这个世界闭上双眼，他却敞开了怀抱。
花样年华 / 花樣年華 / In the Mood for Love,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,166,8.7,王家卫 Kar Wai Wong,偷情本没有这样美。
你的名字。 / 君の名は。 / 你的名字  /  君之名,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,167,8.4,新海诚 Makoto Shinkai,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
萤火虫之墓 / 火垂るの墓 / 再见萤火虫(港)  /  萤火挽歌,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1157334208.jpg,168,8.7,高畑勋 Isao Takahata,幸福是生生不息，却难以触及的远。 
荒蛮故事 / Relatos salvajes / 蛮荒故事  /  生命中最抓狂的小事(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,169,8.8,达米安·斯兹弗隆 Damián Szifron,始于荒诞，止于更荒诞。
未麻的部屋 / Perfect Blue / 蓝色恐惧(港 / 台) ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,170,9.0,今敏 Satoshi Kon,好的剧本是，就算你猜到了结局也猜不到全部。
黑客帝国3：矩阵革命 / The Matrix Revolutions / 22世纪杀人网络3：惊变世纪(港)  /  骇客任务完结篇：最后战役(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,171,8.8,Andy Wachowski / Larry Wachowski,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
贫民窟的百万富翁 / Slumdog Millionaire / 一百万零一夜(港)  /  贫民百万富翁(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,172,8.6,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,173,8.7,达米恩·查泽雷 Damien Chazelle,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
东邪西毒 / 東邪西毒 / Ashes of Time,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,174,8.6,王家卫 Kar Wai Wong,电影诗。
真爱至上 / Love Actually / 真的恋爱了(港)  /  爱是您，爱是我(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,175,8.6,理查德·柯蒂斯 Richard Curtis,爱，是个动词。
模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,176,8.7,莫滕·泰杜姆 Morten Tyldum,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1576418852.jpg,177,9.2,Seijirô Kôyama,养狗三日，便会对你终其一生。
新世界 / 신세계 / 暗黑新世界(台)  /  New World,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,178,8.8,朴勋政 Hoon-jung Park,要做就做得狠一点，这样才能活下去。
黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,179,8.6,达伦·阿罗诺夫斯基 Darren Aronofsky,黑暗之美。
头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,180,8.7,导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen&nb,愿我们都不用长大，每一座城堡都能永远存在。
海街日记 / 海街diary / 海街女孩日记(港)  /  Kamakura Diary,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2242546753.jpg,181,8.8,是枝裕和 Hirokazu Koreeda,是枝裕和的家庭习作。
你看起来好像很好吃 / おまえうまそうだな / 你看起来很好吃(台)  /  你看上去好像很好吃,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,182,8.9,藤森雅也 Masaya Fujimori,感情不分食草或者食肉。
无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,183,8.7,瑞奇·莫尔 Rich Moore,迪士尼和皮克斯拿错剧本的产物。
雨人 / Rain Man / 手足情未了(港)  /  手足情深,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,184,8.7,巴瑞·莱文森 Barry Levinson,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,185,8.6,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,松鼠才是角儿。
惊魂记 / Psycho / 精神病患者  /  触目惊心(港),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,186,9.0,阿尔弗雷德·希区柯克 Alfred Hitchcock,故事的反转与反转，分裂电影的始祖。
恋恋笔记本 / The Notebook / 忘了·忘不了(港)  /  手札情缘(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,187,8.5,尼克·卡索维茨 Nick Cassavetes,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
小偷家族 / 万引き家族 / Shoplifters  /  Une Affaire de Famille,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,188,8.7,是枝裕和 Hirokazu Koreeda,我们组成了家。
二十二 / Twenty Two  /  22,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,189,8.7,郭柯 Ke Guo,有一些东西不应该被遗忘。
绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,190,8.8,Frank Darabont,天使暂时离开。
恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,191,8.5,克里斯托弗·史密斯 Christopher Smith,不要企图在重复中寻找已经失去的爱。
海边的曼彻斯特 / Manchester by the Sea / 情系海边之城(港),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,192,8.6,肯尼斯·罗纳根 Kenneth Lonergan,我们都有权利不与自己的过去和解。
奇迹男孩 / Wonder / 奇迹,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,193,8.6,斯蒂芬·卓博斯基 Stephen Chbosky,世界不完美，爱会有奇迹。
房间 / Room / 不存在的房间(台)  /  抖室(港),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,194,8.8,伦尼·阿伯拉罕森 Lenny Abrahamson,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
疯狂的石头 / Crazy Stone,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,195,8.5,宁浩 Hao Ning,中国版《两杆大烟枪》。
魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,196,8.6,宫崎骏 Hayao Miyazaki,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
雨中曲 / Singin' in the Rain / 万花嬉春(港 / 台) ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,197,9.0,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,骨灰级歌舞片。
爱在午夜降临前 / Before Midnight / 情约半生(港)  /  爱在午夜希腊时(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,198,8.8,理查德·林克莱特 Richard Linklater,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,199,8.9,杰拉尔·乌里 Gérard Oury,永远看不腻的喜剧。
人工智能 / Artificial Intelligence: AI / AI人工智慧,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,200,8.6,史蒂文·斯皮尔伯格 Steven Spielberg,对爱的执着，可以超越一切。
罗生门 / 羅生門 / Rashomon,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,201,8.8,黑泽明 Akira Kurosawa,人生的N种可能性。
终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,202,8.7,詹姆斯·卡梅隆 James Cameron,少见的超越首部的续集，动作片中的经典。
初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,203,8.4,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭,黑小鸭速效美白记。
2001太空漫游 / 2001: A Space Odyssey / 2001：星际漫游  /  2001：太空奥德赛,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,204,8.8,斯坦利·库布里克 Stanley Kubrick,现代科幻电影的开山之作，最伟大导演的最伟大影片。
可可西里 / Kekexili: Mountain Patrol,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414772322.jpg,205,8.8,陆川 Chuan Lu,坚硬的信仰。
城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,206,9.3,Charles Chaplin,永远的小人物，伟大的卓别林。
魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,207,8.8,茂文·勒鲁瓦 Mervyn LeRoy,中国式内在的美国电影。
海洋 / Océans / Oceans  /  海洋,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1139181294.jpg,208,9.1,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,大海啊，不全是水。
牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,209,8.8,杨德昌 Edward Yang,弱者送给弱者的一刀。
哈利·波特与火焰杯 / Harry Potter and the Goblet of Fire / 哈利波特4：火杯的考验(港 / 台) ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2220723219.jpg,210,8.6,迈克·内威尔 Mike Newell,该电影没有评论
色，戒 / 色|戒  /  色·戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,211,8.5,李安 Ang Lee,假戏真情，爱欲深海
燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,212,8.8,爱德华·兹威克 Edward Zwick,传奇，不是每个人都可以拥有。
新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,213,8.6,李惠民 Raymond Lee,嬉笑怒骂，调风动月。
穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2079334409.jpg,214,8.6,细田守 Mamoru Hosoda,爱上未来的你。 
九品芝麻官 / 九品芝麻官之白面包青天  /  Hail the Judge,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,215,8.5,王晶 Jing Wong,该电影没有评论
源代码 / Source Code / 启动原始码(台)  /  危机解密(港),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,216,8.5,邓肯·琼斯 Duncan Jones,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
青蛇 / Green Snake,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,217,8.5,徐克 Hark Tsui,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1208653481.jpg,218,8.6,罗伯·莱纳 Rob Reiner,用剩余不多的时间，去燃烧整个生命。
无耻混蛋 / Inglourious Basterds / 希魔撞正杀人狂(港)  /  恶棍特工(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,219,8.6,Quentin Tarantino,昆汀同学越来越变态了，比北野武还杜琪峰。
阿飞正传 / 阿飛正傳 / Days of Being Wild,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,220,8.5,王家卫 Kar Wai Wong,王家卫是一种风格，张国荣是一个代表。
大佛普拉斯 / The Great Buddha+,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,221,8.7,黄信尧 Hsin-yao Huang,人们可以登上月球，却永远无法探索人们内心的宇宙。
完美陌生人 / Perfetti sconosciuti / 完美谎情(港)  /  波动的信息分享,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,222,8.5,保罗·格诺维瑟 Paolo Genovese,来啊，互相伤害啊！
血钻 / Blood Diamond / 血钻石(台)  /  血腥钻石,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,223,8.7,爱德华·兹威克 Edward Zwick,每个美丽事物背后都是滴血的现实。
谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,224,8.7,保罗·格林格拉斯 Paul Greengrass,谁说王家卫镜头很晃？
地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,225,8.9,阿米尔·汗 Aamir Khan,天使保护事件始末。
香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,226,8.5,汤姆·提克威 Tom Tykwer,一个单凭体香达到高潮的男人。
疯狂的麦克斯4：狂暴之路 / Mad Max: Fury Road / 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,227,8.6,乔治·米勒 George Miller,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
步履不停 / 歩いても 歩いても / 横山家之味(港 / 台) ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p926535516.jpg,228,8.8,是枝裕和 Hirokazu Koreeda,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
战争之王 / Lord of War / 军火之王(台 / 港) ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,229,8.7,安德鲁·尼科尔 Andrew Niccol,做一颗让别人需要你的棋子。
彗星来的那一夜 / Coherence / 相干性  /  相干效应,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,230,8.5,詹姆斯·沃德·布柯特 James Ward Byrkit,小成本大魅力。
谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,231,8.6,道格·里曼 Doug Liman,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
波西米亚狂想曲 / Bohemian Rhapsody / 波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,232,8.7,布莱恩·辛格 Bryan Singer,该电影没有评论
猜火车 / Trainspotting / 迷幻列车(港)  /  定位的火车,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,233,8.5,丹尼·博伊尔 Danny Boyle,不可猜的青春迷笛。 
朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,234,8.6,史蒂芬·戴德利 Stephen Daldry,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,235,8.7,丹尼斯·甘塞尔 Dennis Gansel,世界离独裁只有五天。
东京物语 / 東京物語 / 东京故事  /  东京纪行,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg,236,9.2,小津安二郎 Yasujirô Ozu,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,237,8.6,约翰·卡尼 John Carney,爱我就给我看你的播放列表。
驴得水 / Mr. Donkey,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,238,8.3,周申 Shen Zhou / 刘露 Lu Liu,过去的如果就让它过去了，未来只会越来越糟！
聚焦 / Spotlight / 焦点追击(港)  /  惊爆焦点(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,239,8.8,托马斯·麦卡锡 Thomas McCarthy,新闻人的理性求真。
小萝莉的猴神大叔 / Bajrangi Bhaijaan / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,240,8.4,卡比尔·汗 Kabir Khan,宝莱坞的萝莉与大叔。
追随 / Following / 跟踪(台)  /  致命追踪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg,241,8.9,克里斯托弗·诺兰 Christopher Nolan,诺兰的牛逼来源于内心散发出的恐惧。
千钧一发 / Gattaca / 变种异煞(港)  /  自然人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,242,8.8,安德鲁·尼科尔 Andrew Niccol,一部能引人思考的科幻励志片。
我爱你 / 그대를 사랑합니다 / 爱你  /  爱，是一生相伴(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,243,9.0,秋昌民 Chang-min Choo,你要相信，这世上真的有爱存在，不管在什么年纪 
黑客帝国2：重装上阵 / The Matrix Reloaded / 22世纪杀人网络2：决战未来(港)  /  骇客任务：重装上阵(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,244,8.6,Andy Wachowski / Larry Wachowski,一个精彩的世界观正在缓缓建立。
一次别离 / جدایی نادر از سیمین / 伊朗式分居(港)  /  分居风暴(台),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,245,8.7,阿斯哈·法哈蒂  Asghar Farhadi,只有有信仰的人才能说出事实真相。
黑鹰坠落 / Black Hawk Down / 黑鹰15小时(港)  /  黑鹰计划(台),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,246,8.7,雷德利·斯科特 Ridley Scott,还原真实而残酷的战争。
发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,247,8.6,Stanley Kubrick,我完全康复了。
网络谜踪 / Searching / 人肉搜寻(港)  /  人肉搜索(台),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542848758.jpg,248,8.6,阿尼什·查甘蒂 Aneesh Chaganty,该电影没有评论
四个春天 / Four Springs,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2540578887.jpg,249,8.9,陆庆屹 Lu Qing Yi,来也匆匆去也匆匆，就这样风雨兼程。
E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,250,8.6,史蒂文·斯皮尔伯格 Steven Spielberg,生病的E.T.皮肤的颜色就像柿子饼。
